studentID,t_info,t_grade,t_atd,t_csp
13533,-1,189,3,-1
13534,-1,188,7,-1
13535,-1,189,5,-1
13536,-1,189,7,-1
13537,-1,186,6,-1
13538,-1,188,9,-1
13539,-1,188,7,-1
13540,-1,191,3,-1
13541,-1,191,20,-1
13542,-1,189,4,-1
13543,-1,191,26,-1
13544,-1,189,6,-1
13545,-1,188,17,-1
13546,-1,188,4,-1
13547,-1,187,8,-1
13548,-1,189,9,-1
13549,-1,188,1,-1
13550,-1,189,12,-1
13551,-1,187,14,-1
13552,-1,187,8,-1
13553,-1,191,6,-1
13554,-1,188,3,-1
13555,-1,189,4,-1
13556,-1,187,5,-1
13557,-1,188,7,-1
13558,-1,188,16,-1
13559,-1,189,7,-1
13560,-1,188,3,-1
13561,-1,186,-1,-1
13562,-1,187,13,-1
13563,-1,188,4,-1
13564,1,228,7,381
13565,-1,119,4,-1
13566,-1,187,8,-1
13567,-1,189,3,-1
13568,-1,189,9,-1
13569,-1,189,7,-1
13570,-1,188,9,-1
13571,-1,189,4,-1
13572,-1,187,11,-1
13573,-1,188,8,-1
13574,-1,187,7,-1
13575,-1,189,1,-1
13576,-1,189,1,-1
13577,-1,191,5,-1
13578,-1,188,21,-1
13579,-1,187,6,-1
13580,-1,187,5,-1
13581,-1,189,1,-1
13582,-1,189,12,-1
13583,-1,189,16,-1
13584,-1,191,4,-1
13585,-1,189,4,-1
13586,-1,187,4,-1
13587,-1,189,4,-1
13588,-1,187,3,-1
13589,-1,187,5,-1
13590,-1,189,5,-1
13591,-1,186,6,-1
13592,-1,188,3,-1
13593,-1,189,1,-1
13594,-1,188,6,-1
13595,-1,187,6,-1
13596,-1,187,2,-1
13597,-1,188,5,-1
13598,-1,191,8,-1
13599,1,211,16,181
13600,-1,189,4,-1
13601,-1,121,1,-1
13602,-1,189,3,-1
13603,-1,186,8,-1
13604,-1,188,6,-1
13605,-1,187,3,-1
13606,-1,190,16,-1
13607,-1,187,2,-1
13608,-1,188,6,-1
13609,-1,188,5,-1
13610,-1,188,2,-1
13611,-1,186,8,-1
13612,-1,187,5,-1
13613,-1,189,9,-1
13614,-1,189,6,-1
13615,-1,187,7,-1
13616,-1,189,5,-1
13617,-1,188,2,-1
13618,-1,189,9,-1
13619,-1,188,7,-1
13620,-1,185,10,-1
13621,-1,189,3,-1
13622,-1,188,2,-1
13623,-1,186,9,-1
13624,-1,187,5,-1
13625,-1,189,10,-1
13626,-1,187,8,-1
13627,-1,187,2,-1
13628,-1,11,-1,-1
13629,-1,187,1,-1
13630,-1,187,3,-1
13631,-1,188,15,-1
13632,-1,188,-1,-1
13633,-1,189,6,-1
13634,-1,187,8,-1
13635,-1,188,3,-1
13636,-1,189,4,-1
13637,-1,187,1,-1
13638,-1,189,9,-1
13639,-1,186,5,-1
13640,-1,189,6,-1
13641,-1,186,2,-1
13642,-1,187,13,-1
13643,-1,191,6,-1
13644,-1,189,6,-1
13645,-1,187,2,-1
13646,-1,189,4,-1
13647,-1,9,-1,-1
13648,-1,188,5,-1
13649,-1,191,3,-1
13650,-1,188,6,-1
13651,-1,187,1,-1
13652,-1,188,10,-1
13653,-1,191,17,-1
13654,-1,189,7,-1
13655,-1,188,9,-1
13656,-1,185,7,-1
13657,-1,187,13,-1
13658,-1,188,5,-1
13659,-1,189,6,-1
13660,-1,189,4,-1
13661,-1,189,13,-1
13662,-1,188,4,-1
13663,-1,189,4,-1
13664,-1,188,3,-1
13665,-1,188,2,-1
13666,-1,187,5,-1
13667,-1,189,7,-1
13668,-1,187,6,-1
13669,-1,188,7,-1
13670,-1,187,3,-1
13671,-1,188,8,-1
13672,-1,188,12,-1
13673,-1,188,14,-1
13674,-1,187,8,-1
13675,-1,187,6,-1
13676,-1,189,6,-1
13677,-1,191,14,-1
13678,-1,122,1,-1
13679,-1,188,10,-1
13680,-1,189,1,-1
13681,-1,189,15,-1
13682,-1,186,8,-1
13683,-1,185,4,-1
13684,-1,189,6,-1
13685,1,296,5,171
13686,-1,186,4,-1
13687,-1,188,6,-1
13688,-1,98,2,-1
13689,-1,185,7,-1
13690,-1,188,11,-1
13691,-1,188,11,-1
13692,-1,187,27,-1
13693,-1,187,4,-1
13694,-1,188,10,-1
13695,-1,187,6,-1
13696,-1,191,20,-1
13697,-1,187,4,-1
13698,-1,191,5,-1
13699,-1,188,6,-1
13701,-1,187,5,-1
13702,-1,185,3,-1
13703,-1,185,9,-1
13704,-1,191,9,-1
13705,-1,187,5,-1
13706,-1,190,6,-1
13707,-1,186,5,-1
13708,-1,189,2,-1
13709,-1,187,10,-1
13710,-1,106,-1,-1
13711,-1,188,11,-1
13712,-1,189,2,-1
13713,-1,98,1,-1
13714,-1,186,8,-1
13715,-1,189,6,-1
13716,-1,188,5,-1
13717,-1,189,15,-1
13718,-1,189,5,-1
13719,-1,189,14,-1
13720,-1,189,3,-1
13721,-1,188,5,-1
13722,-1,189,8,-1
13723,-1,188,-1,-1
13724,-1,188,9,-1
13725,-1,188,6,-1
13726,-1,189,4,-1
13727,-1,188,1,-1
13728,-1,188,1,-1
13729,-1,188,3,-1
13730,-1,188,3,-1
13731,-1,189,1,-1
13732,-1,187,18,-1
13733,-1,189,14,-1
13734,-1,190,9,-1
13735,-1,189,5,-1
13736,-1,187,2,-1
13737,-1,189,13,-1
13738,-1,187,3,-1
13739,-1,189,6,-1
13740,-1,188,13,-1
13741,-1,186,11,-1
13742,-1,191,7,-1
13743,-1,191,10,-1
13744,-1,188,10,-1
13745,-1,188,6,-1
13746,-1,187,5,-1
13747,-1,188,10,-1
13748,-1,188,-1,-1
13749,-1,186,3,-1
13750,-1,188,10,-1
13751,-1,189,4,-1
13752,-1,188,6,-1
13753,-1,187,2,-1
13754,-1,186,1,-1
13755,-1,187,58,-1
13756,-1,188,5,-1
13757,-1,187,9,-1
13758,-1,186,1,-1
13759,-1,188,6,-1
13760,-1,188,5,-1
13761,-1,188,7,-1
13762,-1,188,3,-1
13763,-1,191,9,-1
13764,-1,187,1,-1
13765,-1,189,5,-1
13766,-1,189,5,-1
13767,-1,188,6,-1
13768,-1,189,19,-1
13769,-1,189,2,-1
13770,-1,187,12,-1
13771,-1,188,14,-1
13772,-1,189,44,-1
13773,-1,185,8,-1
13774,-1,188,7,-1
13775,-1,189,5,-1
13776,-1,187,9,-1
13777,-1,188,12,-1
13778,-1,189,4,-1
13779,-1,186,6,-1
13780,-1,189,9,-1
13781,-1,188,4,-1
13782,-1,187,12,-1
13783,-1,188,11,-1
13784,-1,189,4,-1
13785,-1,189,8,-1
13786,-1,188,2,-1
13787,-1,188,3,-1
13788,-1,189,3,-1
13789,-1,11,-1,-1
13790,-1,189,12,-1
13791,-1,188,6,-1
13792,-1,188,3,-1
13793,-1,191,13,-1
13794,-1,188,7,-1
13795,-1,118,2,-1
13796,-1,187,-1,-1
13797,-1,191,3,-1
13798,-1,118,-1,-1
13799,-1,191,3,-1
13800,-1,189,9,-1
13801,-1,100,1,-1
13802,-1,189,2,-1
13803,-1,189,9,-1
13804,-1,187,11,-1
13805,-1,187,7,-1
13806,-1,187,1,-1
13807,-1,187,5,-1
13808,-1,187,5,-1
13809,-1,189,2,-1
13810,-1,188,10,-1
13811,-1,188,2,-1
13812,-1,187,9,-1
13813,-1,187,6,-1
13814,-1,189,8,-1
13815,-1,187,5,-1
13816,-1,188,3,-1
13817,-1,187,12,-1
13818,-1,189,5,-1
13819,-1,189,4,-1
13820,-1,191,5,-1
13821,-1,188,8,-1
13822,-1,189,4,-1
13823,-1,188,6,-1
13824,-1,119,-1,-1
13825,-1,189,15,-1
13826,-1,190,28,-1
13827,-1,188,1,-1
13828,-1,188,6,-1
13829,-1,187,4,-1
13830,-1,189,13,-1
13831,-1,187,3,-1
13832,-1,189,11,-1
13833,-1,188,7,-1
13834,-1,187,7,-1
13835,-1,187,9,-1
13836,-1,189,6,-1
13837,-1,188,4,-1
13838,-1,187,6,-1
13839,-1,190,25,-1
13840,-1,186,1,-1
13841,-1,188,1,-1
13842,-1,188,13,-1
13843,-1,188,13,-1
13844,-1,188,5,-1
13845,-1,187,3,-1
13846,-1,187,3,-1
13847,-1,189,1,-1
13848,-1,189,6,-1
13849,-1,189,4,-1
13850,-1,189,11,-1
13851,-1,188,12,-1
13852,-1,187,47,-1
13853,-1,189,5,-1
13854,-1,188,12,-1
13855,-1,189,13,-1
13856,-1,188,4,-1
13857,-1,187,4,-1
13858,-1,188,5,-1
13859,-1,186,8,-1
13860,-1,189,20,-1
13861,-1,190,11,-1
13862,-1,189,26,-1
13863,-1,189,4,-1
13864,-1,188,3,-1
13865,-1,187,4,-1
13866,-1,187,7,-1
13867,-1,189,5,-1
13868,-1,187,-1,-1
13869,-1,186,31,-1
13870,-1,188,5,-1
13871,-1,189,30,-1
13872,-1,188,15,-1
13873,-1,188,3,-1
13874,-1,188,13,-1
13875,-1,189,6,-1
13876,-1,188,6,-1
13877,-1,191,11,-1
13878,-1,189,8,-1
13879,-1,188,8,-1
13880,-1,187,3,-1
13881,-1,188,23,-1
13882,-1,188,11,-1
13883,-1,188,6,-1
13884,-1,189,8,-1
13885,-1,189,6,-1
13886,-1,189,6,-1
13887,-1,188,3,-1
13888,-1,187,3,-1
13889,-1,189,3,-1
13890,-1,188,6,-1
13891,-1,190,3,-1
13892,-1,189,7,-1
13893,-1,189,8,-1
13894,-1,188,6,-1
13895,-1,188,5,-1
13896,-1,188,22,-1
13897,-1,189,15,-1
13898,-1,189,4,-1
13899,-1,188,11,-1
13900,-1,187,6,-1
13901,-1,188,3,-1
13902,-1,186,6,-1
13903,-1,188,8,-1
13904,-1,188,8,-1
13905,-1,189,10,-1
13906,-1,188,10,-1
13907,-1,189,10,-1
13908,-1,189,6,-1
13909,-1,40,-1,-1
13910,-1,188,1,-1
13911,-1,189,12,-1
13912,-1,190,10,-1
13913,-1,189,2,-1
13914,-1,190,23,-1
13915,-1,189,2,-1
13916,-1,188,5,-1
13917,-1,188,8,-1
13918,-1,188,5,-1
13919,-1,189,2,-1
13920,-1,189,3,-1
13921,-1,188,4,-1
13922,-1,191,11,-1
13923,-1,188,-1,-1
13924,-1,187,9,-1
13925,-1,189,6,-1
13926,-1,190,3,-1
13927,-1,187,20,-1
13928,-1,189,7,-1
13929,-1,189,17,-1
13930,-1,188,9,-1
13931,-1,191,6,-1
13932,-1,189,6,-1
13933,-1,189,10,-1
13934,-1,188,9,-1
13935,-1,187,4,-1
13936,-1,190,3,-1
13937,-1,188,9,-1
13938,-1,189,6,-1
13939,-1,188,4,-1
13940,-1,189,4,-1
13941,-1,189,5,-1
13942,-1,189,6,-1
13943,-1,188,4,-1
13944,-1,58,-1,-1
13945,-1,56,-1,-1
13946,-1,176,-1,-1
13947,1,183,3,377
13948,1,180,4,307
13949,1,181,28,273
13950,1,186,24,375
13951,1,186,7,232
13952,1,184,70,226
13953,1,176,1,266
13954,1,72,-1,-1
13955,1,181,1,181
13956,1,68,-1,1
13957,1,181,2,192
13958,1,181,5,174
13959,1,185,1,289
13960,1,186,8,66
13961,1,184,6,233
13962,1,172,7,-1
13963,1,175,6,418
13964,1,183,9,244
13965,1,180,5,341
13966,1,183,5,234
13967,1,174,-1,1
13968,1,180,23,337
13969,1,184,2,363
13970,1,182,9,301
13971,1,179,5,48
13972,1,178,5,278
13973,1,172,6,229
13974,1,185,1,164
13975,1,178,1,238
13976,1,181,5,149
13977,1,182,6,162
13978,1,183,2,164
13979,1,181,2,132
13980,1,181,8,187
13981,1,184,2,260
13982,1,186,49,291
13983,1,181,9,358
13984,1,179,3,228
13985,1,186,7,329
13986,1,176,8,220
13987,1,183,2,376
13988,1,181,6,272
13989,1,182,5,187
13990,1,182,4,404
13991,1,-1,-1,112
13992,1,185,1,307
13993,1,180,2,369
13994,1,179,3,175
13995,1,184,2,195
13996,1,183,11,141
13997,1,186,4,196
13998,1,178,1,182
13999,1,185,7,296
14000,1,174,5,213
14001,1,183,4,412
14002,1,183,8,228
14003,1,183,4,341
14004,1,182,6,261
14005,1,186,3,250
14006,1,-1,6,109
14007,1,180,4,148
14008,1,179,46,322
14009,1,182,-1,215
14010,1,180,2,343
14011,1,181,17,275
14012,1,180,11,154
14013,1,179,15,135
14014,1,182,2,286
14015,1,185,2,336
14016,1,182,6,245
14017,1,180,8,197
14018,1,175,1,424
14019,1,180,2,247
14020,1,180,-1,204
14021,1,182,5,184
14022,1,180,3,122
14023,1,179,7,212
14024,1,184,8,338
14025,1,186,5,293
14026,1,183,74,396
14027,1,174,7,224
14028,1,178,7,231
14029,1,178,1,237
14030,1,186,6,382
14031,1,172,8,-1
14032,1,176,3,261
14033,1,181,2,250
14034,1,180,6,268
14035,1,182,2,204
14036,1,182,4,242
14037,1,251,-1,339
14038,1,184,15,305
14039,1,184,5,179
14040,1,179,8,311
14041,1,185,6,219
14042,1,177,5,171
14043,1,180,15,191
14044,1,182,2,291
14045,1,179,4,341
14046,1,70,-1,-1
14047,1,180,4,304
14048,1,181,17,171
14049,1,183,7,348
14050,1,89,2,77
14051,1,178,8,207
14052,1,181,55,159
14053,1,179,9,212
14054,1,182,9,237
14055,1,173,9,197
14056,1,185,10,327
14057,1,182,29,315
14058,1,178,4,127
14059,1,176,2,226
14060,1,176,6,234
14061,1,178,11,137
14062,1,175,4,231
14063,1,182,5,158
14064,1,179,9,172
14065,1,182,6,170
14066,1,178,11,280
14067,1,182,2,381
14068,1,182,9,170
14069,1,179,1,208
14070,1,182,7,188
14071,1,180,9,204
14072,1,175,5,252
14073,1,177,3,255
14074,1,182,11,329
14075,1,181,10,306
14076,1,179,6,12
14077,1,181,5,165
14078,1,184,12,100
14079,1,178,1,141
14080,1,184,1,171
14081,1,181,8,263
14082,1,184,14,208
14083,1,186,1,156
14084,1,186,4,252
14085,1,186,7,268
14086,1,181,3,301
14087,1,180,5,157
14088,1,179,3,210
14089,1,167,2,15
14090,1,181,10,257
14091,1,179,8,147
14092,1,185,4,192
14093,1,179,13,162
14094,1,185,6,100
14095,1,180,5,143
14096,1,179,8,205
14097,1,181,-1,409
14098,1,182,4,233
14099,1,178,1,486
14100,1,181,2,266
14101,1,180,5,163
14102,1,179,5,214
14103,1,180,4,367
14104,1,186,2,224
14105,1,181,6,181
14106,1,182,24,259
14107,1,183,6,233
14108,1,181,2,296
14109,1,173,7,320
14110,1,181,6,272
14111,1,183,-1,118
14112,1,180,3,185
14113,1,181,2,158
14114,1,179,1,263
14115,1,183,3,224
14116,1,176,4,168
14117,1,182,5,149
14118,1,180,5,7
14119,1,178,7,127
14120,1,182,4,120
14121,1,182,2,269
14122,1,185,5,290
14123,1,183,6,373
14124,1,177,6,374
14125,1,175,5,225
14126,1,183,3,272
14127,1,173,2,105
14128,1,180,3,297
14129,1,179,4,136
14130,1,179,4,306
14131,1,177,3,100
14132,1,178,5,270
14133,1,179,6,223
14134,1,184,6,228
14135,1,176,2,298
14136,1,174,6,198
14137,1,184,2,249
14138,1,183,10,84
14139,1,180,7,476
14140,1,183,4,397
14141,1,181,4,388
14142,1,186,1,182
14143,1,181,1,269
14144,1,183,8,240
14145,1,179,6,206
14146,1,181,4,138
14147,1,182,3,237
14148,1,60,2,-1
14149,1,178,2,123
14150,1,174,1,85
14151,1,180,39,288
14152,1,184,4,399
14153,1,175,15,254
14154,1,181,1,172
14155,1,180,5,151
14156,1,176,4,215
14157,1,182,4,312
14158,1,181,3,333
14159,1,182,4,335
14160,1,180,6,308
14161,1,187,7,174
14162,1,181,4,243
14163,1,179,6,178
14164,1,179,12,146
14165,1,184,1,198
14166,1,180,3,134
14167,1,182,5,121
14168,1,176,69,483
14169,1,183,-1,339
14170,1,181,1,368
14171,1,181,3,217
14172,1,182,7,123
14173,1,184,3,391
14174,1,182,4,179
14175,1,172,7,254
14176,1,183,12,124
14177,1,180,3,360
14178,1,181,21,199
14179,1,181,4,195
14180,1,182,3,271
14181,1,183,7,387
14182,1,181,1,252
14183,1,182,11,246
14184,1,181,1,195
14185,1,179,4,197
14186,1,179,16,108
14187,1,180,3,477
14188,1,184,7,379
14189,1,60,-1,-1
14190,1,168,4,95
14191,1,183,4,296
14192,1,178,5,293
14193,1,177,3,319
14194,1,182,4,194
14195,1,176,-1,370
14196,1,180,6,218
14197,1,182,5,186
14198,1,176,19,164
14199,1,178,13,168
14200,1,185,3,438
14201,1,180,3,207
14202,1,184,5,221
14203,1,178,12,171
14204,1,177,10,261
14205,1,183,38,365
14206,1,179,6,143
14207,1,177,16,287
14208,1,177,3,528
14209,1,184,12,103
14210,1,184,2,347
14211,1,179,7,429
14212,1,186,4,350
14213,1,186,6,213
14214,1,176,5,212
14215,1,184,1,185
14216,1,179,2,119
14217,1,181,6,358
14218,1,182,13,295
14219,1,181,2,428
14220,1,181,6,369
14221,1,186,8,378
14222,1,179,4,225
14223,1,183,3,157
14224,1,182,7,181
14225,1,182,5,227
14226,1,180,7,248
14227,1,178,7,205
14228,1,177,3,307
14229,1,182,6,228
14230,1,183,6,278
14231,1,183,10,168
14232,1,182,5,190
14233,1,179,3,235
14234,1,179,5,375
14235,1,186,1,276
14236,1,179,-1,369
14237,1,177,18,353
14238,1,182,13,225
14239,1,104,-1,-1
14240,1,183,2,365
14241,1,176,9,150
14242,1,180,11,158
14243,1,182,8,362
14244,1,9,2,4
14245,1,181,16,223
14246,1,175,6,32
14247,1,182,7,262
14248,1,181,9,224
14249,1,176,14,353
14250,1,181,6,184
14251,1,180,6,245
14252,1,182,72,231
14253,1,183,7,200
14254,1,182,6,248
14255,1,180,4,257
14256,1,183,2,241
14257,1,182,5,239
14258,1,179,11,317
14259,1,179,5,157
14260,1,184,9,283
14261,1,180,5,236
14262,1,184,2,347
14263,1,181,8,359
14264,1,180,3,201
14265,1,184,10,193
14266,1,181,7,254
14267,1,179,20,317
14268,1,178,3,181
14269,1,181,19,186
14270,1,182,3,313
14271,1,177,5,228
14272,1,187,7,164
14273,1,165,13,94
14274,1,177,9,235
14275,1,178,5,215
14276,1,179,6,222
14277,1,174,3,188
14278,1,181,3,187
14279,1,181,2,373
14280,1,184,11,216
14281,1,177,6,259
14282,1,179,6,237
14283,1,176,4,246
14284,1,180,4,178
14285,1,183,3,216
14286,1,181,4,216
14287,1,182,3,198
14288,1,181,3,236
14289,1,171,10,114
14290,1,181,9,176
14291,1,178,12,246
14292,1,183,13,87
14293,1,185,8,210
14294,1,186,4,276
14295,1,253,6,262
14296,1,185,2,281
14297,1,176,1,307
14298,1,179,2,306
14299,1,186,2,159
14300,1,182,10,218
14301,1,182,11,312
14302,1,183,8,244
14303,1,186,6,247
14304,1,175,2,376
14305,1,178,12,335
14306,1,185,2,259
14307,1,184,3,270
14308,1,182,20,199
14309,1,180,24,326
14310,1,184,6,291
14311,1,176,8,172
14312,1,182,8,238
14313,1,180,10,287
14314,1,186,30,171
14315,1,183,4,261
14316,1,181,5,213
14317,1,181,11,218
14318,1,182,5,181
14319,1,183,4,242
14320,1,183,9,206
14321,1,175,-1,385
14322,1,179,3,203
14323,1,181,1,360
14324,1,178,9,204
14325,1,184,6,209
14326,1,177,6,140
14327,1,182,10,395
14328,1,168,1,-1
14329,1,182,-1,121
14330,1,180,10,123
14331,1,179,8,182
14332,1,179,7,204
14333,1,183,6,268
14334,1,180,10,265
14335,1,181,2,198
14336,1,184,4,299
14337,1,177,2,401
14338,1,180,3,144
14339,1,183,9,162
14340,1,186,4,201
14341,1,176,3,95
14342,1,183,7,426
14343,1,181,15,313
14344,1,183,2,111
14345,1,180,2,227
14346,1,180,4,155
14347,1,181,1,249
14348,1,181,7,202
14349,1,179,4,258
14350,1,180,7,388
14351,1,182,10,402
14352,1,181,1,412
14353,1,178,2,166
14354,1,181,9,310
14355,1,177,7,187
14356,1,182,1,271
14357,1,182,24,212
14358,1,181,5,246
14359,1,179,5,202
14360,1,177,5,318
14361,1,170,15,183
14362,1,182,10,393
14363,1,173,6,1
14364,1,175,14,228
14365,1,180,3,146
14366,1,185,4,239
14367,1,172,15,232
14368,1,186,2,209
14369,1,30,5,-1
14370,1,182,10,305
14371,1,181,5,228
14372,1,175,1,99
14373,1,173,7,163
14374,1,174,3,167
14375,1,174,10,390
14376,1,174,8,175
14377,1,179,10,233
14378,1,176,6,250
14379,1,140,1,-1
14380,1,-1,4,105
14381,1,-1,5,176
14382,1,-1,6,-1
14383,1,-1,3,181
14384,1,-1,-1,399
14385,1,-1,6,168
14386,1,-1,5,130
14387,1,-1,5,132
14388,1,-1,8,147
14389,1,-1,6,166
14390,1,-1,4,159
14391,1,-1,2,164
14392,1,-1,12,158
14393,1,-1,1,167
14394,1,-1,7,144
14395,1,-1,3,156
14396,1,-1,5,223
14397,1,-1,2,145
14398,1,-1,2,103
14399,1,-1,-1,135
14400,1,-1,7,107
14401,1,-1,7,156
14402,1,-1,5,144
14403,1,-1,4,167
14404,1,-1,-1,180
14405,1,-1,17,130
14406,1,-1,3,102
14407,1,-1,2,189
14408,1,-1,2,281
14409,1,-1,-1,-1
14410,1,-1,-1,290
14411,1,-1,4,166
14412,1,-1,1,417
14413,1,-1,9,121
14414,1,-1,6,64
14415,1,-1,7,177
14416,1,-1,1,297
14417,1,-1,3,244
14418,1,-1,-1,159
14420,1,-1,1,-1
14421,1,-1,4,348
14422,1,-1,2,81
14423,1,-1,12,185
14424,1,-1,4,160
14425,1,-1,4,144
14426,1,-1,10,193
14427,1,-1,5,172
14428,1,-1,4,102
14429,1,-1,6,201
14430,1,-1,6,202
14431,1,-1,10,243
14432,1,-1,3,117
14433,1,-1,4,197
14434,1,-1,1,343
14435,1,-1,10,194
14436,1,-1,1,114
14437,1,-1,3,445
14438,1,-1,5,147
14439,1,-1,1,169
14440,1,-1,11,137
14441,1,-1,2,461
14442,1,-1,2,114
14443,1,-1,5,387
14444,1,-1,15,161
14445,1,-1,6,190
14446,1,-1,4,183
14447,1,-1,3,206
14448,1,-1,4,162
14449,1,181,2,378
14450,1,182,5,228
14451,1,143,1,-1
14452,1,142,3,-1
14453,1,70,1,-1
14454,1,144,2,115
14455,1,144,3,283
14456,1,144,4,248
14457,1,141,6,188
14458,1,144,5,238
14459,1,144,-1,275
14460,1,147,-1,223
14461,1,143,4,196
14462,1,143,4,168
14463,1,144,2,186
14464,1,143,-1,163
14465,1,144,1,-1
14466,1,144,5,167
14467,1,140,11,211
14468,1,140,3,167
14469,1,144,3,256
14470,1,144,2,229
14471,1,144,2,191
14472,1,144,5,278
14473,1,144,3,211
14474,1,144,4,190
14475,1,144,4,219
14476,1,144,1,371
14477,1,144,1,191
14478,1,144,1,328
14479,1,144,56,267
14480,1,144,-1,236
14481,1,144,12,371
14482,1,144,-1,250
14483,1,144,65,295
14484,1,23,-1,-1
14485,1,124,-1,185
14486,1,143,1,422
14487,1,144,4,246
14488,1,144,1,315
14489,1,143,6,191
14490,1,23,-1,-1
14491,1,144,43,290
14492,1,143,2,186
14493,1,143,1,399
14494,1,144,2,266
14495,1,141,2,221
14496,1,143,6,317
14497,1,143,3,295
14498,1,144,16,431
14499,1,144,64,286
14500,1,144,18,264
14501,1,144,1,286
14502,1,143,60,301
14503,1,143,1,216
14504,1,144,1,269
14505,1,144,1,199
14506,1,144,6,220
14507,1,144,3,192
14508,1,144,2,424
14509,-1,6,-1,-1
14510,1,130,3,159
14511,1,144,2,201
14512,1,144,1,263
14513,1,144,1,276
14514,1,131,-1,230
14515,1,130,1,185
14516,1,131,1,287
14517,1,130,1,425
14518,1,131,-1,246
14519,1,129,-1,216
14520,1,9,-1,-1
14521,1,130,1,232
14522,1,131,1,230
14523,1,131,1,245
14524,1,131,-1,322
14525,1,134,-1,205
14526,1,131,-1,224
14527,1,133,-1,252
14528,1,130,-1,337
14529,1,133,1,244
14530,1,129,-1,293
14531,1,130,1,397
14532,1,130,-1,224
14533,1,127,5,239
14534,1,131,2,195
14535,1,127,3,169
14536,1,131,-1,393
14537,1,130,-1,246
14538,1,134,72,423
14539,1,131,-1,203
14540,1,129,1,193
14541,1,130,-1,304
14542,1,130,61,375
14543,1,129,4,462
14544,1,129,1,305
14545,1,130,2,221
14546,1,12,-1,1
14547,1,131,4,286
14548,1,131,1,342
14549,1,134,-1,121
14550,1,130,7,197
14551,1,131,-1,314
14552,1,132,10,320
14553,1,134,9,185
14554,1,130,1,247
14555,1,131,-1,241
14556,1,134,1,183
14557,1,130,-1,219
14558,1,130,-1,248
14559,1,130,3,346
14560,1,130,29,194
14561,1,100,-1,14
14562,1,131,2,278
14563,1,132,2,278
14564,1,115,-1,36
14565,1,130,-1,224
14566,1,12,-1,-1
14567,1,128,2,199
14568,1,130,2,300
14569,1,127,-1,254
14570,1,128,1,329
14571,1,134,-1,330
14572,1,133,-1,217
14573,1,129,-1,377
14574,1,130,33,398
14575,1,131,-1,415
14576,1,130,2,438
14577,1,113,-1,9
14578,1,131,2,392
14579,1,131,-1,112
14580,1,130,1,136
14581,1,130,-1,246
14582,1,130,-1,304
14583,1,131,3,279
14584,1,131,-1,244
14585,1,131,2,241
14586,1,130,-1,328
14587,1,131,2,232
14588,1,131,-1,430
14589,1,130,2,281
14590,1,129,-1,501
14591,1,130,-1,165
14592,1,130,2,226
14593,1,130,4,282
14594,1,133,5,260
14595,1,130,-1,346
14596,1,130,8,413
14597,1,129,-1,181
14598,1,131,3,43
14599,1,127,4,198
14600,1,133,24,326
14601,1,130,3,430
14602,1,133,3,219
14603,1,131,-1,363
14604,1,129,-1,372
14605,1,130,-1,250
14606,1,131,7,217
14607,1,130,2,280
14608,1,130,7,181
14609,1,131,3,179
14610,1,129,-1,237
14611,1,131,10,315
14612,1,129,-1,243
14613,1,130,1,368
14614,1,130,4,134
14615,1,127,-1,275
14616,1,130,1,193
14617,1,133,-1,231
14618,1,134,-1,227
14619,1,131,1,240
14620,1,134,-1,308
14621,1,133,3,339
14622,1,133,1,266
14623,1,131,3,167
14624,1,129,3,189
14625,1,130,1,384
14626,1,126,-1,323
14627,1,134,1,129
14628,1,130,1,241
14629,1,130,3,244
14630,1,130,2,489
14631,1,130,1,106
14632,1,131,-1,293
14633,1,131,3,231
14634,1,129,6,343
14635,1,133,-1,347
14636,1,129,2,295
14637,1,128,4,222
14638,1,130,17,177
14639,1,130,1,280
14640,1,131,1,148
14641,1,130,-1,232
14642,1,9,-1,-1
14643,1,126,-1,333
14644,1,128,-1,256
14645,1,129,3,268
14646,1,128,-1,209
14647,1,130,2,296
14648,1,130,-1,340
14649,1,130,10,373
14650,1,130,1,287
14651,1,132,23,224
14652,1,130,-1,234
14653,1,122,-1,351
14654,1,131,3,235
14655,1,131,4,270
14656,1,130,4,196
14657,1,129,2,248
14658,1,130,3,216
14659,1,129,2,186
14660,1,128,6,175
14661,1,134,2,214
14662,1,133,-1,233
14663,1,131,10,169
14664,1,131,3,211
14665,1,130,1,425
14666,1,130,2,291
14667,1,130,1,297
14668,1,131,1,231
14669,1,131,-1,268
14670,1,131,13,198
14671,1,130,-1,392
14672,1,131,1,152
14673,1,130,-1,409
14674,1,128,4,268
14675,1,130,1,198
14676,1,130,-1,222
14677,1,131,-1,309
14678,1,127,2,433
14679,1,130,2,224
14680,1,131,3,239
14681,1,130,2,224
14682,1,131,14,366
14683,1,131,10,413
14684,1,133,-1,292
14685,1,130,-1,380
14686,1,131,-1,398
14687,1,133,-1,207
14688,1,131,5,270
14689,1,128,16,179
14690,1,130,2,173
14691,1,131,1,189
14692,1,131,3,279
14693,1,133,11,484
14694,1,133,1,344
14695,1,130,2,324
14696,1,130,-1,455
14697,1,131,3,381
14698,1,126,-1,342
14699,1,130,5,385
14700,1,130,1,339
14701,1,130,8,388
14702,1,130,9,330
14703,1,130,-1,253
14704,1,130,-1,222
14705,1,133,3,190
14706,1,131,2,261
14707,1,133,-1,332
14708,1,129,6,266
14709,1,129,2,293
14710,1,130,-1,116
